"BlueAvgSigStrLanded","RedAvgSigStrLanded","BlueAvgSigStrPct","RedAvgSigStrPct","BlueAvgTDLanded","RedAvgTDLanded","BlueReachCms","RedReachCms","BlueHeightCms","RedHeightCms","BlueAge","RedAge","RedWins","BlueWins","Winner"
1.74,3.11,0.41,0.61,1.61,4.89,182.88,195.58,177.8,185.42,31,33,2,2,0
5.48,6.51,0.43,0.41,0.36,0,177.8,177.8,170.18,170.18,27,30,6,1,0
5.46,3.57,0.49,0.4,0.76,2.24,162.56,157.48,160.02,157.48,39,31,4,11,1
6.68,7.94,0.5,0.51,0,0.7,185.42,177.8,190.5,172.72,24,32,1,1,1
3.78,2.91,0.49,0.53,1.47,0,175.26,172.72,165.1,167.64,28,25,1,2,1
3.04,2.88,0.48,0.44,1.22,2.65,182.88,198.12,180.34,187.96,33,33,1,8,0
2.87,3.64,0.39,0.47,1.37,3.11,154.94,160.02,157.48,160.02,31,31,3,2,1
4.58,2.64,0.57,0.32,0.6,1.99,170.18,167.64,165.1,165.1,28,32,4,2,0
7.45,3.87,0.52,0.41,0.2,0.41,160.02,149.86,157.48,157.48,30,35,4,2,0
4.05,2.48,0.49,0.5,1.23,0.57,203.2,200.66,187.96,190.5,31,39,18,5,0
2.5,4.13,0.43,0.36,0.77,1.96,193.04,193.04,195.58,177.8,30,30,8,2,0
7.41,3.77,0.59,0.54,0.95,0.63,195.58,193.04,193.04,182.88,33,36,10,6,1
4.69,5.04,0.48,0.39,4.12,0.96,167.64,187.96,170.18,175.26,31,39,9,4,0
5.58,4.21,0.46,0.49,0.66,0.54,198.12,185.42,187.96,177.8,31,35,16,6,1
2.11,5.64,0.59,0.48,0,0.55,213.36,198.12,200.66,193.04,35,32,5,1,0
5.4,5.08,0.53,0.52,0,1.45,175.26,187.96,180.34,185.42,32,24,6,3,0
7.53,4.53,0.48,0.5,0.64,3.45,175.26,185.42,177.8,177.8,28,29,5,2,1
4.82,4.63,0.47,0.38,0.57,2.99,152.4,154.94,154.94,154.94,34,29,4,9,0
6.43,8.56,0.44,0.46,0.44,2.01,195.58,182.88,195.58,177.8,29,25,2,1,1
3.8,4.77,0.43,0.5,0.33,0.56,177.8,177.8,170.18,175.26,27,33,3,3,0
3.13,3.88,0.45,0.46,1.08,0.66,162.56,170.18,162.56,165.1,28,31,9,3,1
4.37,4.41,0.48,0.49,1.16,2.61,172.72,170.18,172.72,165.1,28,34,11,3,0
4.54,3.62,0.49,0.46,0.41,0.49,177.8,177.8,172.72,170.18,30,37,21,10,0
2.82,3.24,0.45,0.49,3.98,0.46,195.58,193.04,187.96,193.04,26,35,14,5,0
4.57,4.46,0.5,0.53,0.77,1.27,190.5,185.42,190.5,185.42,27,30,8,3,0
3.61,2.45,0.6,0.46,1.56,1.68,190.5,193.04,185.42,190.5,31,36,9,7,1
3.02,3.75,0.5,0.58,3.08,3.1,182.88,180.34,172.72,172.72,29,29,6,5,1
3.52,5.71,0.45,0.43,2.4,0.34,167.64,162.56,160.02,160.02,22,38,9,2,1
3.02,3.99,0.52,0.47,7.44,1.23,187.96,182.88,177.8,177.8,26,26,3,1,1
4.37,3.66,0.55,0.43,1.58,0.39,177.8,175.26,175.26,172.72,36,35,6,8,1
4.39,4.88,0.46,0.59,2.31,0,187.96,190.5,182.88,180.34,29,27,1,5,0
7.9,1.85,0.42,0.48,1,1.73,180.34,167.64,175.26,167.64,25,31,1,1,0
3.62,5.8,0.46,0.54,2.78,1.07,182.88,180.34,177.8,172.72,41,28,2,7,0
4.92,4.14,0.4,0.47,0,0.27,172.72,170.18,165.1,162.56,26,28,2,1,0
4.19,3.31,0.46,0.51,2.04,1.22,165.1,167.64,167.64,167.64,32,31,7,7,1
3.13,3.3,0.48,0.4,0,1.32,193.04,200.66,190.5,195.58,31,32,8,1,1
2.67,4.1,0.35,0.41,3.59,0.56,170.18,170.18,165.1,167.64,30,30,6,4,1
4.09,2.47,0.53,0.5,0,2.03,200.66,203.2,193.04,198.12,32,36,1,1,1
5.04,5.12,0.48,0.54,0.67,5.02,187.96,180.34,180.34,182.88,29,31,6,3,1
5.51,5.04,0.6,0.49,0.38,1.14,180.34,190.5,185.42,187.96,31,40,15,4,1
8.34,1.71,0.54,0.38,0,2.73,172.72,170.18,170.18,167.64,36,39,17,2,1
4,4.12,0.39,0.43,0.5,1.54,177.8,180.34,177.8,177.8,27,32,3,0,0
6.07,3.51,0.58,0.43,0,0.65,198.12,205.74,193.04,198.12,29,32,5,1,0
5.11,1.47,0.66,0.41,0.76,1.9,160.02,162.56,160.02,152.4,29,31,0,0,1
1.99,2.19,0.42,0.42,3.6,2.83,170.18,177.8,165.1,172.72,27,29,0,0,0
3.9,5.26,0.28,0.41,0,0.22,180.34,180.34,182.88,172.72,24,35,7,2,1
7.18,5.23,0.54,0.63,0,0.17,200.66,200.66,193.04,193.04,32,36,6,7,0
4.97,5.66,0.44,0.53,1,2.51,160.02,160.02,165.1,162.56,34,34,8,8,0
7.17,6.78,0.48,0.59,0.25,0.11,175.26,177.8,180.34,180.34,32,35,8,21,1
3.79,3.39,0.48,0.53,3.25,2.17,182.88,187.96,170.18,177.8,27,34,22,8,1
1.62,1.64,0.54,0.62,2.31,7.46,182.88,193.04,182.88,185.42,29,28,4,4,0
4.26,5.38,0.5,0.55,0.76,0.72,198.12,203.2,193.04,190.5,32,31,3,6,0
4.61,4.76,0.52,0.39,2.31,0.39,180.34,182.88,170.18,180.34,34,36,7,15,1
3.24,5.66,0.55,0.49,0.33,0.28,182.88,180.34,180.34,175.26,29,30,7,2,1
4.38,5.6,0.48,0.48,1.89,0.79,182.88,195.58,180.34,190.5,34,28,8,10,1
4.82,6.62,0.47,0.5,0.23,2.37,165.1,157.48,167.64,154.94,36,32,16,8,0
2.99,6.43,0.42,0.53,1.53,1.23,180.34,180.34,172.72,177.8,40,37,16,26,0
2.98,3.01,0.4,0.55,1.03,1.68,165.1,172.72,172.72,165.1,32,36,11,9,0
5.76,3.98,0.51,0.53,0,1.74,190.5,190.5,177.8,187.96,36,28,12,6,0
2.9,4.33,0.42,0.41,2.34,1.06,180.34,182.88,180.34,175.26,35,31,6,5,1
4.75,3.98,0.57,0.49,3.09,1.59,175.26,175.26,170.18,172.72,31,28,1,2,1
3.03,7.15,0.41,0.46,2.84,0,180.34,190.5,177.8,190.5,34,26,4,6,0
5.55,4.58,0.54,0.54,2.95,1.82,182.88,177.8,182.88,175.26,28,29,3,1,1
4.96,4.6,0.41,0.37,0.36,1.84,182.88,190.5,180.34,180.34,33,39,10,12,1
2.57,3.11,0.46,0.49,0,1.91,180.34,170.18,175.26,170.18,39,33,6,9,0
3.46,2.9,0.51,0.48,0.67,2.07,180.34,167.64,170.18,167.64,31,31,1,1,1
4.76,2.18,0.38,0.45,1.2,4.45,172.72,172.72,167.64,170.18,24,30,1,1,1
4.25,1.04,0.61,0.6,0,3.38,187.96,190.5,185.42,182.88,36,24,1,1,1
3.29,2.73,0.59,0.52,0,0.65,170.18,172.72,170.18,170.18,34,32,1,1,1
6.26,5.47,0.41,0.45,1.17,2.05,165.1,167.64,170.18,162.56,34,24,6,6,1
4.25,5.07,0.36,0.52,1.69,1,193.04,190.5,177.8,180.34,29,32,15,7,1
4.12,3.18,0.49,0.45,0.93,3.44,187.96,198.12,182.88,187.96,34,39,11,4,0
2.15,2.5,0.48,0.43,1.31,0.77,200.66,193.04,187.96,195.58,28,30,1,3,0
3.65,5.88,0.45,0.51,1.1,1.03,180.34,185.42,180.34,182.88,32,34,5,3,1
4.8,4.09,0.45,0.61,0,0,198.12,203.2,187.96,190.5,28,35,3,0,0
5.3,6.25,0.48,0.46,1.83,1,187.96,182.88,177.8,175.26,34,35,4,3,0
4.16,2.12,0.48,0.38,2.95,2.29,154.94,162.56,157.48,160.02,30,35,5,7,0
1.86,4.36,0.36,0.36,2.94,0.46,185.42,177.8,175.26,170.18,36,34,6,3,0
5.3,4.21,0.44,0.43,2.97,0.63,180.34,177.8,172.72,175.26,31,26,1,1,0
2.45,6.83,0.42,0.45,4.98,0,198.12,195.58,193.04,190.5,27,27,1,1,0
3.86,3,0.56,0.5,6.62,4.07,185.42,185.42,175.26,182.88,28,32,5,3,1
5.64,9.5,0.43,0.39,2,0,172.72,177.8,167.64,172.72,27,32,0,0,1
3.7,4.63,0.42,0.4,1.55,2.07,165.1,167.64,165.1,160.02,31,30,7,9,1
4.09,2.68,0.54,0.48,0,4.2,187.96,200.66,182.88,190.5,30,34,3,4,0
4.29,3.77,0.46,0.5,1.67,2.01,193.04,190.5,185.42,190.5,32,26,6,2,0
5.32,8.38,0.46,0.55,0.91,0,170.18,177.8,172.72,177.8,23,25,2,4,0
2.87,7.36,0.49,0.56,2.33,1.24,182.88,177.8,177.8,177.8,27,35,7,3,1
6.03,6.48,0.57,0.42,0,0,175.26,193.04,177.8,185.42,29,27,1,1,0
3.07,4.63,0.48,0.45,2.04,0.76,182.88,177.8,180.34,180.34,34,37,1,1,1
6.18,3.03,0.48,0.36,1.69,2.77,187.96,182.88,185.42,175.26,34,28,7,7,1
3.96,3.28,0.44,0.47,1.61,1.02,180.34,167.64,177.8,170.18,36,29,5,1,0
7.15,3.29,0.4,0.44,0.28,0,185.42,185.42,180.34,180.34,30,29,0,2,0
3.75,7.17,0.56,0.52,0.79,9.69,170.18,175.26,170.18,170.18,25,20,1,1,1
4.91,3.41,0.52,0.36,1.49,0.69,200.66,200.66,193.04,187.96,28,34,3,3,1
3.57,3.77,0.48,0.46,1.42,0,198.12,190.5,190.5,187.96,38,31,8,11,1
5.13,3.03,0.45,0.47,0.6,1.1,210.82,203.2,195.58,190.5,31,40,20,8,0
2.88,3.65,0.58,0.47,6.06,1.07,180.34,180.34,170.18,170.18,27,26,4,1,0
3.77,4.88,0.46,0.49,2.37,0.41,182.88,167.64,180.34,170.18,32,32,5,6,1
5.35,3.13,0.48,0.45,0.13,2.14,182.88,195.58,182.88,185.42,34,36,10,9,0
5.35,3.7,0.52,0.52,2.77,5.03,182.88,180.34,182.88,175.26,31,32,3,3,1
3.53,5.41,0.45,0.42,0.91,0,172.72,170.18,172.72,157.48,33,30,3,1,1
3.46,2.36,0.38,0.41,1.27,1.77,185.42,172.72,170.18,170.18,32,30,2,5,0
8.3,3.41,0.58,0.44,3,0,177.8,185.42,180.34,177.8,27,29,3,1,1
3,3.33,0.4,0.52,2.22,1.48,147.32,172.72,160.02,160.02,24,28,1,4,0
2.37,2.39,0.42,0.4,0.91,1.47,180.34,177.8,180.34,175.26,31,28,7,0,0
3.6,2.62,0.45,0.48,0.82,2.62,162.56,170.18,167.64,170.18,37,31,1,2,1
4.27,7.63,0.49,0.61,0.51,0.35,177.8,182.88,172.72,180.34,31,29,10,15,0
5.7,5.3,0.54,0.5,4.76,1.24,185.42,182.88,180.34,175.26,28,35,22,5,0
6.74,3.29,0.53,0.48,0.21,2.24,185.42,180.34,180.34,177.8,27,37,15,7,1
4.49,5.14,0.43,0.53,0.66,1.73,170.18,170.18,172.72,170.18,26,31,8,10,0
2.46,3.54,0.64,0.5,6.85,5.69,200.66,203.2,190.5,193.04,32,33,12,7,0
4.7,4.58,0.53,0.34,1.44,0.31,165.1,172.72,165.1,175.26,25,35,11,9,1
3.48,3.23,0.47,0.5,1.95,5.25,177.8,177.8,172.72,177.8,39,33,6,21,0
5.72,5.32,0.45,0.43,2.41,0.51,182.88,165.1,172.72,167.64,28,37,10,6,1
3.8,4.44,0.49,0.43,1.65,4.17,198.12,190.5,187.96,185.42,38,30,6,3,1
5.08,5.16,0.5,0.54,1.08,1.53,187.96,185.42,182.88,185.42,29,30,7,7,0
2.36,5.24,0.61,0.57,6.68,0,165.1,172.72,162.56,167.64,30,32,4,1,1
4.42,7.1,0.33,0.51,0.7,1.52,170.18,165.1,170.18,167.64,32,38,8,6,0
2.43,3.75,0.49,0.49,1.03,0,198.12,198.12,193.04,187.96,34,35,7,2,0
2.9,2.82,0.59,0.45,0.76,3.98,200.66,195.58,190.5,187.96,32,26,4,6,0
1.61,4.19,0.45,0.46,5.29,2.04,177.8,165.1,170.18,167.64,23,31,7,5,1
4.37,4.23,0.48,0.38,1.16,0.59,172.72,177.8,172.72,172.72,28,34,6,2,1
2.65,3.41,0.47,0.47,1.26,1.79,203.2,190.5,187.96,185.42,35,36,7,3,0
5.42,3.43,0.53,0.43,1.7,0.2,175.26,172.72,175.26,172.72,28,36,4,4,0
3.59,4.71,0.51,0.62,0.56,0.31,195.58,200.66,185.42,187.96,31,28,2,2,0
7.66,3.93,0.29,0.55,0,1.66,180.34,182.88,177.8,170.18,29,29,4,0,0
2.89,4.14,0.44,0.34,4.65,2.32,175.26,175.26,180.34,172.72,33,28,1,1,1
4.33,3.87,0.36,0.44,0.47,1.74,172.72,177.8,175.26,170.18,31,30,9,5,1
4.07,4.65,0.38,0.46,1.17,0.69,175.26,180.34,172.72,180.34,33,31,10,7,1
4.58,5.86,0.41,0.41,0,0.22,175.26,195.58,177.8,185.42,21,24,3,1,0
4.33,6.26,0.46,0.38,0.85,0,162.56,162.56,165.1,160.02,31,24,2,3,0
4.88,8.14,0.46,0.58,3.85,3.26,180.34,185.42,177.8,177.8,30,28,3,3,0
5.22,4.19,0.51,0.4,1.86,1.37,170.18,177.8,170.18,172.72,36,27,2,6,1
1.66,1.46,0.4,0.51,2.54,1.75,180.34,157.48,167.64,162.56,25,27,2,1,0
3.95,2.69,0.45,0.48,2.32,0,177.8,180.34,167.64,170.18,27,28,0,0,0
2.7,1.56,0.48,0.49,0.81,3.17,190.5,182.88,185.42,177.8,26,27,5,4,1
4.59,2,0.5,0.41,3.99,1.2,175.26,165.1,167.64,167.64,31,24,0,0,0
4.53,4.55,0.34,0.57,0,3.43,177.8,177.8,170.18,172.72,23,33,3,0,1
3.18,2.07,0.43,0.7,1.8,3.76,177.8,180.34,175.26,175.26,29,36,1,2,1
4.4,6.16,0.46,0.56,1.92,1.78,175.26,180.34,170.18,167.64,27,35,13,6,1
6.22,4.58,0.58,0.43,0.36,0.8,182.88,185.42,185.42,182.88,32,33,15,6,0
5.5,4.97,0.55,0.5,0.77,0.46,187.96,190.5,190.5,180.34,26,33,8,6,1
3.77,4.5,0.46,0.41,1.99,6.43,162.56,172.72,162.56,167.64,37,33,9,10,0
4.33,4.3,0.54,0.59,1.2,6.62,190.5,190.5,182.88,182.88,32,30,5,4,0
3.43,3.16,0.39,0.54,0.88,0.9,160.02,165.1,162.56,162.56,30,36,7,8,0
1.67,3.7,0.42,0.57,0,1.4,190.5,190.5,190.5,185.42,27,38,10,1,0
3.08,9.23,0.46,0.57,2.2,0,205.74,190.5,190.5,187.96,27,25,1,1,0
5.72,3.57,0.5,0.42,0,0.34,200.66,182.88,187.96,182.88,28,31,1,1,1
1.6,3.82,0.35,0.47,1.92,2.67,187.96,182.88,172.72,182.88,30,26,1,0,0
3.59,4.71,0.45,0.46,2.43,1.7,165.1,175.26,160.02,167.64,26,35,5,5,1
3.72,5.09,0.41,0.44,1.45,1.53,190.5,195.58,187.96,185.42,27,35,10,4,0
3.88,3.7,0.37,0.45,2.15,0.99,187.96,180.34,180.34,170.18,33,32,10,11,0
5.52,3.38,0.56,0.43,2.74,0.78,190.5,187.96,190.5,185.42,31,36,15,5,1
3.07,4.27,0.49,0.39,0.98,0.62,180.34,185.42,175.26,177.8,29,37,13,1,0
5.69,3.19,0.52,0.54,0.22,4.18,180.34,185.42,190.5,182.88,33,34,4,4,0
4.09,3.27,0.52,0.55,0,1.19,198.12,187.96,185.42,182.88,30,31,7,1,1
3,5.18,0.4,0.43,1,0.84,180.34,185.42,175.26,177.8,25,28,1,1,0
2.94,4.1,0.61,0.57,1.93,1.9,165.1,154.94,167.64,154.94,30,28,5,2,0
5.57,3.03,0.54,0.54,0.15,2.17,187.96,190.5,190.5,182.88,35,33,8,3,1
2.41,3.92,0.43,0.49,3.08,1.45,187.96,193.04,175.26,180.34,37,38,7,4,0
3.13,4.46,0.48,0.62,0,0.38,193.04,193.04,190.5,187.96,31,35,1,0,1
6.31,2.04,0.57,0.34,0.64,0.28,177.8,170.18,175.26,170.18,33,31,1,1,1
4.58,3.13,0.55,0.42,0.98,1.26,190.5,193.04,190.5,187.96,28,35,6,4,1
4.39,4.38,0.4,0.48,0.67,1.89,177.8,182.88,172.72,180.34,35,34,9,14,0
3.32,4.38,0.49,0.47,1.12,0.72,177.8,198.12,180.34,190.5,39,33,11,6,0
4.53,4.11,0.44,0.47,0.5,1.76,165.1,172.72,162.56,162.56,27,37,6,4,1
3.22,5.61,0.52,0.57,0.61,3.01,182.88,190.5,175.26,190.5,33,27,1,1,1
6.54,5.39,0.42,0.49,0.91,1.84,172.72,157.48,170.18,162.56,27,33,6,2,0
4.83,2.8,0.51,0.23,0.38,2,177.8,177.8,175.26,170.18,33,29,1,2,1
9.28,2.53,0.43,0.69,0,4.04,180.34,195.58,175.26,185.42,27,33,1,1,0
3.81,2.84,0.48,0.52,0.31,0.93,172.72,185.42,172.72,177.8,33,28,3,2,0
2.49,4.81,0.39,0.5,0.93,0.34,167.64,175.26,170.18,167.64,30,30,5,2,0
4.39,6.77,0.45,0.4,0,0.5,175.26,177.8,177.8,175.26,27,28,0,1,1
3.36,4.32,0.44,0.61,2.4,2.49,195.58,187.96,190.5,185.42,28,28,1,3,1
6.18,6.01,0.49,0.42,3.04,0.78,193.04,193.04,185.42,185.42,30,32,15,6,1
4.01,4.14,0.59,0.52,0.64,0.9,167.64,170.18,167.64,170.18,32,35,12,6,0
3.83,3.44,0.46,0.46,3.04,2.15,185.42,203.2,185.42,190.5,32,36,21,4,0
6.12,5.76,0.47,0.51,0.21,0,187.96,190.5,185.42,177.8,33,36,5,5,0
4.43,3.45,0.48,0.41,4.75,0.93,182.88,177.8,170.18,172.72,29,29,10,7,1
5.59,4.69,0.55,0.51,0,1.71,177.8,162.56,167.64,167.64,27,32,3,1,1
5.58,5.48,0.46,0.48,0.66,0.35,198.12,175.26,187.96,175.26,31,28,6,5,1
4.63,5.16,0.45,0.35,0,0,177.8,182.88,172.72,180.34,30,27,1,1,1
2.99,2.83,0.4,0.48,0.82,2.48,170.18,160.02,165.1,165.1,31,28,9,4,0
2.66,2.22,0.37,0.41,1.94,0.94,198.12,193.04,190.5,185.42,27,31,2,1,1
3.76,3.79,0.44,0.45,0.15,2.39,165.1,172.72,170.18,170.18,35,34,4,4,0
1.94,2.5,0.5,0.45,1.55,1.72,172.72,180.34,170.18,170.18,33,33,2,2,1
3.87,3.64,0.53,0.53,0.45,1.02,208.28,190.5,198.12,190.5,31,31,9,8,0
5.26,2.99,0.41,0.42,0.22,1.53,180.34,180.34,172.72,172.72,35,40,25,7,0
5.69,2.99,0.48,0.43,2.25,5.2,175.26,175.26,175.26,167.64,30,31,9,7,1
4.99,5.33,0.54,0.59,0.89,2.11,182.88,195.58,177.8,182.88,31,35,5,2,1
5.64,3.82,0.48,0.45,0.55,0.37,198.12,195.58,193.04,190.5,32,44,25,4,1
3.5,3.78,0.51,0.43,3.53,1.02,180.34,190.5,180.34,185.42,28,31,5,1,1
3.88,5.43,0.43,0.51,0,0.84,175.26,175.26,170.18,172.72,31,33,2,1,0
4.33,4.47,0.48,0.58,0.31,3.96,185.42,180.34,167.64,172.72,31,26,3,4,0
5.37,1.68,0.52,0.33,0.81,1.68,175.26,185.42,170.18,185.42,27,34,0,1,1
6.68,3.08,0.5,0.33,0,0,185.42,177.8,190.5,175.26,23,30,2,1,0
3.88,2.68,0.38,0.53,3.79,1.25,182.88,187.96,180.34,187.96,35,32,13,12,0
4.33,4.41,0.36,0.49,0.47,2.61,172.72,170.18,175.26,165.1,31,33,10,5,0
4.11,4.12,0.46,0.61,0.26,1.49,190.5,195.58,182.88,185.42,40,29,5,12,0
4.94,4.91,0.53,0.45,0.91,0.39,185.42,193.04,177.8,180.34,28,39,15,4,1
2.3,4.04,0.58,0.36,3.45,0.91,177.8,177.8,177.8,167.64,29,38,9,7,0
5.5,3.77,0.47,0.54,0.36,0.63,193.04,193.04,190.5,182.88,35,36,9,8,0
6.49,5.24,0.56,0.4,1.2,0.16,170.18,172.72,165.1,175.26,28,35,7,6,0
3.31,2.98,0.41,0.4,1.68,1.03,167.64,165.1,167.64,172.72,37,32,8,8,0
4.1,7.89,0.41,0.52,0.56,1.45,170.18,175.26,167.64,167.64,29,26,4,5,1
3.19,3.22,0.5,0.45,4.6,3.71,170.18,177.8,170.18,170.18,32,32,3,5,0
4.94,3.88,0.43,0.37,0,2.15,180.34,187.96,180.34,180.34,32,33,10,1,0
2.43,4.84,0.49,0.53,1.03,0.21,198.12,195.58,193.04,193.04,33,32,5,1,1
4.72,4.49,0.59,0.43,0.26,0.66,170.18,170.18,175.26,172.72,32,26,9,8,0
3.84,3.24,0.39,0.49,0,0.46,193.04,193.04,185.42,193.04,33,35,14,8,1
4.39,6.15,0.46,0.44,2.31,0.28,187.96,182.88,182.88,177.8,29,28,7,5,0
4.64,3.39,0.54,0.44,0.29,3.73,182.88,167.64,172.72,170.18,27,36,8,3,0
1.97,4.53,0.5,0.5,4.23,1.83,198.12,185.42,185.42,177.8,33,32,7,7,1
8.23,4.57,0.55,0.47,1.51,0.43,190.5,180.34,187.96,182.88,30,33,5,1,1
5.96,4.15,0.39,0.44,0,1.54,167.64,167.64,167.64,170.18,34,28,3,0,0
3.46,5,0.46,0.56,2.5,1.27,180.34,190.5,177.8,182.88,27,31,4,1,0
2.2,4.28,0.46,0.51,2.48,1.62,172.72,170.18,167.64,167.64,35,23,1,3,0
4.11,3.56,0.46,0.65,1.08,2.35,170.18,177.8,172.72,170.18,30,23,4,3,0
3.79,3.78,0.48,0.48,3.25,1.9,182.88,182.88,170.18,177.8,27,34,16,7,1
6.43,5.6,0.53,0.48,1.23,0.79,180.34,195.58,177.8,190.5,37,28,7,16,0
3.01,5.53,0.55,0.45,1.68,0.89,172.72,180.34,165.1,172.72,35,36,10,10,1
3.74,3.77,0.42,0.53,1.1,3.29,180.34,182.88,175.26,177.8,32,31,5,12,0
3.66,2.64,0.43,0.33,0.39,3.13,175.26,177.8,172.72,170.18,34,41,20,5,1
3.51,4.89,0.44,0.53,2.45,1.48,190.5,182.88,182.88,180.34,32,31,4,2,1
2.59,2.62,0.43,0.45,0.54,2.02,172.72,165.1,170.18,167.64,35,37,12,3,0
1.62,5.06,0.54,0.59,2.31,4.08,182.88,195.58,182.88,193.04,29,29,1,3,1
1.98,4.37,0.56,0.55,2.23,1.58,177.8,177.8,175.26,175.26,30,35,7,6,0
5.13,6.47,0.5,0.61,0,1.09,190.5,195.58,190.5,190.5,27,27,1,2,0
5.08,3.23,0.49,0.51,0.67,1.55,195.58,182.88,182.88,182.88,29,27,3,1,1
3.97,3.13,0.62,0.45,0.5,1.08,167.64,162.56,170.18,162.56,33,28,2,1,0
2.45,3.98,0.46,0.53,1.68,1.74,193.04,190.5,190.5,187.96,35,27,11,9,0
3.38,5.42,0.44,0.48,1.56,1.16,185.42,200.66,180.34,182.88,29,24,4,12,0
2.55,5.08,0.61,0.52,2.19,1.45,180.34,187.96,175.26,185.42,28,24,5,5,0
0.73,8.38,0.33,0.55,1.16,0,187.96,177.8,175.26,177.8,27,25,1,0,0
4.63,3.57,0.4,0.4,2.07,2.24,167.64,157.48,160.02,157.48,30,31,4,6,1
3.35,5.32,0.51,0.54,3.11,5.24,182.88,180.34,172.72,182.88,28,31,6,4,1
2.22,3.6,0.57,0.45,0.71,0.82,180.34,162.56,182.88,167.64,28,36,2,1,1
3.61,4.71,0.41,0.62,0.96,0.31,195.58,200.66,185.42,187.96,35,28,1,1,0
6.07,4.91,0.58,0.52,0,1.49,198.12,200.66,193.04,193.04,29,28,2,1,0
5.23,2.73,0.55,0.5,0,2.21,185.42,175.26,180.34,172.72,28,28,2,1,0
2.91,3.6,0.58,0.37,5.19,0.7,167.64,170.18,165.1,172.72,29,29,3,1,1
2.94,4.83,0.64,0.51,3.35,0.38,175.26,177.8,172.72,175.26,27,32,2,1,1
5.23,5.38,0.63,0.55,0.17,0.72,200.66,203.2,193.04,190.5,36,31,3,5,1
8.07,5.86,0.67,0.44,3.27,0,198.12,213.36,195.58,190.5,30,31,6,6,1
3.43,6.62,0.39,0.5,0.88,2.37,160.02,157.48,162.56,154.94,30,32,15,8,0
5.7,3.71,0.54,0.42,4.76,2.59,185.42,180.34,180.34,175.26,27,33,6,4,1
2.02,3.24,0.59,0.55,3.73,0.33,177.8,182.88,172.72,180.34,33,28,1,5,0
4.14,4.37,0.47,0.48,0.27,1.16,170.18,172.72,162.56,172.72,27,28,1,2,0
4.16,4.63,0.48,0.38,2.95,2.99,154.94,154.94,157.48,154.94,30,28,4,6,1
3.05,4.69,0.44,0.48,1.39,4.12,185.42,167.64,187.96,170.18,29,31,3,5,0
3.56,5.75,0.49,0.55,2.86,1.78,182.88,172.72,172.72,175.26,39,35,7,4,0
3.13,4.67,0.47,0.5,1.97,1.79,185.42,180.34,175.26,167.64,36,31,4,8,0
4.92,8.55,0.4,0.52,0,1.2,172.72,165.1,165.1,165.1,25,22,1,1,0
5.3,4.21,0.48,0.43,1.83,0.63,187.96,177.8,177.8,175.26,34,26,1,2,1
2.48,2.46,0.5,0.64,0.57,6.85,200.66,200.66,190.5,190.5,38,32,6,18,0
4.06,5.78,0.43,0.42,1.01,2.92,187.96,182.88,180.34,185.42,38,26,3,6,1
3.51,4.05,0.43,0.49,0.65,1.23,205.74,203.2,198.12,187.96,31,30,4,5,0
2.88,3.61,0.44,0.6,2.65,1.56,198.12,190.5,187.96,185.42,33,30,6,1,0
5.67,3.99,0.5,0.47,2.74,1.23,185.42,182.88,182.88,177.8,32,26,2,1,0
3.21,2.82,0.42,0.45,0.38,3.98,198.12,195.58,190.5,187.96,29,26,3,3,0
4.48,5.46,0.49,0.49,0.88,0.76,160.02,162.56,157.48,160.02,23,38,10,3,0
0.79,3.09,0.27,0.57,2.05,5.15,154.94,167.64,152.4,167.64,30,29,1,1,0
6.16,2.65,0.56,0.59,1.78,3.19,180.34,177.8,167.64,177.8,35,31,13,13,0
5.72,4.36,0.58,0.52,3.99,2.82,190.5,193.04,187.96,182.88,29,36,15,6,1
3.04,7.03,0.48,0.6,1.22,1.82,182.88,193.04,180.34,182.88,32,30,2,8,0
3.03,3.55,0.47,0.47,1.95,1.01,172.72,177.8,170.18,172.72,27,31,6,0,0
1.61,3.39,0.45,0.44,5.29,3.73,177.8,167.64,170.18,170.18,23,36,8,4,1
2.15,4.38,0.48,0.43,1.31,1,200.66,193.04,187.96,175.26,28,37,1,2,1
6.48,5.75,0.46,0.45,0.82,0.98,175.26,177.8,182.88,177.8,28,34,0,2,0
3.18,5.75,0.43,0.51,1.8,1.56,177.8,175.26,175.26,167.64,29,30,7,1,1
2.97,3.45,0.43,0.48,1.02,2.63,165.1,170.18,160.02,165.1,38,24,2,2,0
4.11,5.66,0.44,0.49,0.45,0.28,190.5,180.34,180.34,175.26,37,30,7,17,1
4.11,4.35,0.47,0.38,1.76,0.42,172.72,162.56,162.56,162.56,36,35,6,5,1
6.51,4.54,0.41,0.49,0,0.41,177.8,177.8,170.18,172.72,29,29,9,6,0
5.16,3,0.54,0.5,1.53,4.07,185.42,185.42,185.42,182.88,30,32,5,6,1
5.32,3.65,0.46,0.47,0.91,1.07,170.18,180.34,172.72,170.18,22,25,3,4,0
3.37,3.44,0.44,0.38,3.41,2.85,182.88,180.34,175.26,177.8,33,39,17,4,0
2.64,4.72,0.32,0.59,1.99,0.26,167.64,170.18,165.1,175.26,31,32,7,4,0
7.45,3.42,0.52,0.39,0.2,1.09,160.02,175.26,157.48,170.18,29,35,3,1,1
6.43,2.98,0.53,0.52,1.23,3.61,180.34,182.88,177.8,177.8,37,29,9,15,1
